registrikood,tegevusala,alguskuupaev,loppkuupaev,staatus,allikas
10714858,Toitlustamine,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10081086,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10046003,Toitlustamine,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10671089,Toitlustamine,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10942186,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10151355,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10048350,Toitlustamine,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10136232,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10136870,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10151355,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
11006552,Toitlustamine,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10835792,Toitlustamine,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10006624,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10048350,Toitlustamine,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10151355,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10151355,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10048350,Toitlustamine,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10878152,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
11078005,Toitlustamine,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10304304,Toitlustamine,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10136232,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10871664,Toitlustamine,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10151355,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10319257,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10101009,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10118145,Toitlustamine,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10136232,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10275815,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10047445,Toitlustamine,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10201277,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10244714,Toitlustamine,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10023674,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10151355,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10151355,Jaekaubandus,12.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10240840,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10075401,Toitlustamine,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10183711,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10275471,Toitlustamine,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
11649407,Metsapuude kultiveerimismaterjali tarnimine,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10379733,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10227271,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10275471,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10185976,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10891454,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10272337,Toitlustamine,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10352378,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10568836,Toitlustamine,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10275471,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10109471,Toitlustamine,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10046003,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10275471,Toitlustamine,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10332105,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10091452,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10568836,Toitlustamine,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10185976,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10352378,Toitlustamine,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10075401,Toitlustamine,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10344321,Toitlustamine,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10347236,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10007411,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10568836,Toitlustamine,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10275471,Toitlustamine,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10624003,Jaekaubandus,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10275471,Toitlustamine,11.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10004418,Toitlustamine,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10169786,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10467940,Toitlustamine,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10656167,Toitlustamine,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10021291,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10885695,Toitlustamine,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10133989,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10003363,Toitlustamine,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10136870,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10267862,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10337137,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
80060370,Toitlustamine,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10267862,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10128497,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10104479,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10021291,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10274307,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10324100,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10367256,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10307840,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10051375,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10075401,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10269996,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
11101230,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10240840,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10169786,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10656167,Toitlustamine,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10267862,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10116790,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10296332,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10175367,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10656167,Toitlustamine,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10337137,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10448279,Jaekaubandus,08.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10813900,Toitlustamine,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10946592,Jaekaubandus,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10296332,Jaekaubandus,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10307840,Jaekaubandus,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10204075,Toitlustamine,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10270870,Jaekaubandus,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10307840,Jaekaubandus,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10267862,Jaekaubandus,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10267862,Jaekaubandus,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10094404,Toitlustamine,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10379733,Jaekaubandus,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10270870,Jaekaubandus,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10002589,Jaekaubandus,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10287770,Jaekaubandus,07.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10051694,Toitlustamine,06.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10646217,Jaekaubandus,06.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10136775,Jaekaubandus,06.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10189582,Jaekaubandus,06.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10347236,Jaekaubandus,06.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10237186,Toitlustamine,06.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10072791,Jaekaubandus,06.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10145863,Jaekaubandus,06.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10553579,Toitlustamine,06.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10391094,Toitlustamine,06.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10175962,Toitlustamine,06.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10175962,Jaekaubandus,06.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,06.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10409701,Toitlustamine,06.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10177372,Toitlustamine,06.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10136870,Jaekaubandus,06.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10058176,Jaekaubandus,06.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10758821,Jaekaubandus,06.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10120573,Jaekaubandus,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10539310,Jaekaubandus,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10914579,Toitlustamine,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10285216,Toitlustamine,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10379733,Jaekaubandus,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10136870,Jaekaubandus,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10914579,Jaekaubandus,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10304876,Toitlustamine,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10196346,Toitlustamine,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10136232,Jaekaubandus,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10285216,Toitlustamine,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10379414,Toitlustamine,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10003376,Toitlustamine,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10379733,Jaekaubandus,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10379414,Toitlustamine,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10137579,Jaekaubandus,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10269996,Jaekaubandus,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10347236,Jaekaubandus,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10585562,Jaekaubandus,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10951593,Toitlustamine,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10023611,Jaekaubandus,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10196346,Jaekaubandus,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10539310,Toitlustamine,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10742197,Jaekaubandus,05.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,04.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10183361,Jaekaubandus,04.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10280162,Toitlustamine,04.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10347236,Jaekaubandus,04.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10851207,Jaekaubandus,04.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10347236,Jaekaubandus,04.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10834137,Toitlustamine,04.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10347236,Jaekaubandus,04.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10469940,Jaekaubandus,04.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10851207,Toitlustamine,04.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10136870,Jaekaubandus,04.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10347236,Jaekaubandus,04.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,04.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10347236,Jaekaubandus,04.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10051286,Jaekaubandus,04.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10347236,Jaekaubandus,04.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10347236,Jaekaubandus,04.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,01.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10134919,Jaekaubandus,01.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10098603,Toitlustamine,01.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,01.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10347236,Jaekaubandus,01.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10366660,Jaekaubandus,01.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10160839,Jaekaubandus,01.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10129491,Jaekaubandus,01.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10255416,Toitlustamine,01.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10224203,Toitlustamine,01.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10159374,Toitlustamine,01.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328026,Jaekaubandus,01.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10379733,Jaekaubandus,01.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10922249,Toitlustamine,01.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10449126,Jaekaubandus,01.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10347236,Jaekaubandus,01.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10476620,Toitlustamine,01.04.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10263574,Jaekaubandus,31.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10263574,Jaekaubandus,31.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10093511,Jaekaubandus,31.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10448351,Toitlustamine,31.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10453961,Jaekaubandus,31.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10449126,Toitlustamine,31.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10020239,Jaekaubandus,31.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10858379,Jaekaubandus,31.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10240840,Jaekaubandus,31.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10238286,Jaekaubandus,31.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10379733,Jaekaubandus,31.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10858379,Toitlustamine,31.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10134919,Jaekaubandus,31.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10406134,Jaekaubandus,31.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10039090,Toitlustamine,31.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10876319,Toitlustamine,31.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10379733,Jaekaubandus,31.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10334297,Toitlustamine,31.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10048491,Jaekaubandus,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10263574,Jaekaubandus,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10263574,Jaekaubandus,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10700164,Toitlustamine,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10228767,Jaekaubandus,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10048611,Jaekaubandus,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10413832,Jaekaubandus,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10274307,Jaekaubandus,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10240840,Jaekaubandus,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10190556,Jaekaubandus,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10338119,Toitlustamine,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10338119,Toitlustamine,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10048611,Jaekaubandus,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10048611,Jaekaubandus,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10048143,Toitlustamine,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10274307,Jaekaubandus,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10274307,Jaekaubandus,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10170772,Toitlustamine,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10338119,Jaekaubandus,30.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10060753,Jaekaubandus,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10072791,Jaekaubandus,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10910588,Toitlustamine,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10273940,Toitlustamine,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10072791,Jaekaubandus,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10097762,Jaekaubandus,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10034537,Jaekaubandus,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10405330,Toitlustamine,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10060753,Jaekaubandus,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10193514,Jaekaubandus,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10072791,Jaekaubandus,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10405330,Jaekaubandus,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10213808,Jaekaubandus,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10213808,Jaekaubandus,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10270775,Jaekaubandus,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10114265,Toitlustamine,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10072791,Jaekaubandus,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10602786,Metsapuude kultiveerimismaterjali tarnimine,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10034537,Jaekaubandus,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10034537,Jaekaubandus,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10060753,Toitlustamine,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10103126,Toitlustamine,29.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10435791,Toitlustamine,28.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10135209,Toitlustamine,28.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10246268,Jaekaubandus,28.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10708668,Toitlustamine,28.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10320013,Jaekaubandus,28.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10152739,Jaekaubandus,28.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10213808,Jaekaubandus,28.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10119883,Jaekaubandus,28.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,28.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10072791,Jaekaubandus,28.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10248273,Toitlustamine,28.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
11829279,Metsapuude kultiveerimismaterjali tarnimine,28.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10386437,Toitlustamine,28.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,28.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10240840,Jaekaubandus,28.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10077498,Toitlustamine,24.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10328799,Jaekaubandus,24.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10112022,Toitlustamine,24.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10174346,Toitlustamine,24.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10516851,Jaekaubandus,24.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10048611,Jaekaubandus,24.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10200763,Jaekaubandus,24.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10072791,Jaekaubandus,24.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10060753,Jaekaubandus,24.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10516851,Jaekaubandus,24.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10453487,Toitlustamine,24.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10320013,Jaekaubandus,24.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10260951,Jaekaubandus,24.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10320013,Jaekaubandus,24.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
10097762,Jaekaubandus,24.03.2005,Tähtajatu,Jah,MTR_2025-10-31.csv
